timestamp,temperatura,pH ,conductividad,TDS,Sal.[psu],Press.[psi],DO_mgL
2021-11-17 18:10:10,17.6,5.56,654,0.327,0.32,10.7909999999999,4.17
2021-11-17 18:10:15,17.6,5.56,654,0.327,0.32,10.79,4.12
2021-11-17 18:10:20,17.6,5.56,654,0.327,0.32,10.789,4.1
2021-11-17 18:10:25,17.6,5.56,654,0.327,0.32,10.79,4.18
2021-11-17 18:10:30,17.6,5.56,654,0.327,0.32,10.792,4.24
2021-11-17 18:10:35,17.6,5.56,654,0.327,0.32,10.792,4.21
2021-11-17 18:10:40,17.6,5.56,654,0.327,0.32,10.796,4.18
2021-11-17 18:10:45,17.6,5.56,654,0.327,0.32,10.792,4.18
2021-11-17 18:10:50,17.6,5.56,654,0.327,0.32,10.794,4.2
2021-11-17 18:10:55,17.6,5.56,654,0.327,0.32,10.794,4.2
2021-11-17 18:11:00,17.6,5.56,654,0.327,0.32,10.793,4.18
2021-11-17 18:11:05,17.59,5.56,654,0.327,0.32,10.7909999999999,4.2
2021-11-17 18:11:10,17.59,5.56,654,0.327,0.32,10.792,4.18
2021-11-17 18:11:15,17.59,5.56,654,0.327,0.32,10.794,4.17
2021-11-17 18:11:20,17.6,5.56,654,0.327,0.32,10.793,4.18
2021-11-17 18:11:25,17.59,5.56,654,0.327,0.32,10.792,4.19
2021-11-17 18:11:30,17.59,5.56,654,0.327,0.32,10.79,4.21
2021-11-17 18:11:35,17.59,5.56,654,0.327,0.32,10.79,4.26
2021-11-17 18:11:40,17.59,5.56,654,0.327,0.32,10.79,4.21
2021-11-17 18:11:45,17.59,5.56,654,0.327,0.32,10.7909999999999,4.15
2021-11-17 18:11:50,17.59,5.56,654,0.327,0.32,10.792,4.14
2021-11-17 18:11:55,17.59,5.56,654,0.327,0.32,10.792,4.21
2021-11-17 18:12:00,17.59,5.56,654,0.327,0.32,10.792,4.21
2021-11-17 18:12:05,17.59,5.56,654,0.327,0.32,10.792,4.27
2021-11-17 18:12:10,17.59,5.56,654,0.327,0.32,10.7909999999999,4.26
2021-11-17 18:12:15,17.59,5.56,654,0.327,0.32,10.7909999999999,4.21
2021-11-17 18:12:20,17.59,5.56,654,0.327,0.32,10.792,4.2
2021-11-17 18:12:25,17.59,5.56,654,0.327,0.32,10.79,4.21
2021-11-17 18:12:30,17.59,5.56,654,0.327,0.32,10.7909999999999,4.18
2021-11-17 18:12:35,17.59,5.56,654,0.327,0.32,10.792,4.15
2021-11-17 18:12:40,17.59,5.56,654,0.327,0.32,10.79,4.12
2021-11-17 18:12:45,17.59,5.56,654,0.327,0.32,10.789,4.09
2021-11-17 18:12:50,17.59,5.56,654,0.327,0.32,10.789,4.06
2021-11-17 18:12:55,17.59,5.56,654,0.327,0.32,10.79,4.05
2021-11-17 18:13:00,17.59,5.56,654,0.327,0.32,10.788,4.06
2021-11-17 18:13:05,17.59,5.56,654,0.327,0.32,10.79,4.05
2021-11-17 18:13:10,17.59,5.56,654,0.327,0.32,10.7909999999999,4.02
2021-11-17 18:13:15,17.59,5.56,654,0.327,0.32,10.795,4.04
2021-11-17 18:13:20,17.59,5.56,654,0.327,0.32,10.792,4.05
2021-11-17 18:13:25,17.59,5.56,654,0.327,0.32,10.7909999999999,4.09
2021-11-17 18:13:30,17.59,5.56,654,0.327,0.32,10.79,4.18
2021-11-17 18:13:35,17.59,5.56,654,0.327,0.32,10.79,4.2
2021-11-17 18:13:40,17.59,5.56,654,0.327,0.32,10.7909999999999,4.15
2021-11-17 18:13:45,17.59,5.56,654,0.327,0.32,10.79,4.14
2021-11-17 18:13:50,17.59,5.56,654,0.327,0.32,10.793,4.14
2021-11-17 18:13:55,17.59,5.56,654,0.327,0.32,10.792,4.12
2021-11-17 18:14:00,17.59,5.56,654,0.327,0.32,10.793,4.11
2021-11-17 18:14:05,17.59,5.56,654,0.327,0.32,10.792,4.14
2021-11-17 18:14:10,17.59,5.56,654,0.327,0.32,10.792,4.14
2021-11-17 18:14:15,17.59,5.56,654,0.327,0.32,10.7909999999999,4.13
2021-11-17 18:14:20,17.59,5.56,654,0.327,0.32,10.793,4.11
2021-11-17 18:14:25,17.59,5.56,654,0.327,0.32,10.794,4.09
2021-11-17 18:14:30,17.59,5.56,654,0.327,0.32,10.794,4.07
2021-11-17 18:14:35,17.59,5.56,654,0.327,0.32,10.793,4.06
2021-11-17 18:14:40,17.59,5.56,654,0.327,0.32,10.793,4.06
2021-11-17 18:14:45,17.59,5.56,654,0.327,0.32,10.793,4.05
2021-11-17 18:14:50,17.59,5.56,654,0.327,0.32,10.794,4.06
2021-11-17 18:14:55,17.59,5.56,654,0.327,0.32,10.794,4.09
2021-11-17 18:15:00,17.59,5.56,654,0.327,0.32,10.7909999999999,4.07
2021-11-17 18:15:05,17.59,5.56,654,0.327,0.32,10.7909999999999,4.09
2021-11-17 18:15:10,17.59,5.56,654,0.327,0.32,10.792,4.12
2021-11-17 18:15:15,17.59,5.56,654,0.327,0.32,10.79,4.11
2021-11-17 18:15:20,17.59,5.56,654,0.327,0.32,10.79,4.09
2021-11-17 18:15:25,17.59,5.56,654,0.327,0.32,10.7909999999999,4.07
2021-11-17 18:15:30,17.59,5.56,654,0.327,0.32,10.793,4.03
2021-11-17 18:15:35,17.59,5.56,654,0.327,0.32,10.792,4.01
2021-11-17 18:15:40,17.59,5.56,654,0.327,0.32,10.793,4.0
2021-11-17 18:15:45,17.59,5.56,654,0.327,0.32,10.793,4.0
2021-11-17 18:15:50,17.59,5.56,654,0.327,0.32,10.7909999999999,3.99
2021-11-17 18:15:55,17.59,5.56,654,0.327,0.32,10.79,4.02
2021-11-17 18:16:00,17.59,5.56,654,0.327,0.32,10.792,4.08
2021-11-17 18:16:05,17.59,5.56,654,0.327,0.32,10.79,4.08
2021-11-17 18:16:10,17.59,5.56,654,0.327,0.32,10.7909999999999,4.09
2021-11-17 18:16:15,17.59,5.56,654,0.327,0.32,10.79,4.1
2021-11-17 18:16:20,17.59,5.56,654,0.327,0.32,10.792,4.05
2021-11-17 18:16:25,17.59,5.56,654,0.327,0.32,10.792,4.02
2021-11-17 18:16:30,17.59,5.56,654,0.327,0.32,10.792,3.99
2021-11-17 18:16:35,17.59,5.56,654,0.327,0.32,10.79,3.96
2021-11-17 18:16:40,17.59,5.56,654,0.327,0.32,10.79,3.93
2021-11-17 18:16:45,17.59,5.56,654,0.327,0.32,10.7909999999999,3.93
2021-11-17 18:16:50,17.59,5.56,654,0.327,0.32,10.794,3.94
2021-11-17 18:16:55,17.59,5.56,654,0.327,0.32,10.794,3.97
2021-11-17 18:17:00,17.59,5.56,654,0.327,0.32,10.792,3.99
2021-11-17 18:17:05,17.59,5.56,654,0.327,0.32,10.7909999999999,3.97
2021-11-17 18:17:10,17.59,5.56,654,0.327,0.32,10.79,3.96
2021-11-17 18:17:15,17.59,5.56,654,0.327,0.32,10.789,3.95
2021-11-17 18:17:20,17.59,5.56,654,0.327,0.32,10.79,3.96
2021-11-17 18:17:25,17.59,5.56,654,0.327,0.32,10.79,3.98
2021-11-17 18:17:30,17.59,5.56,654,0.327,0.32,10.792,4.03
2021-11-17 18:17:35,17.59,5.56,654,0.327,0.32,10.793,4.0
2021-11-17 18:17:40,17.59,5.56,654,0.327,0.32,10.795,3.97
2021-11-17 18:17:45,17.59,5.56,654,0.327,0.32,10.792,3.94
2021-11-17 18:17:50,17.59,5.56,654,0.327,0.32,10.793,3.92
2021-11-17 18:17:55,17.59,5.56,654,0.327,0.32,10.796,3.89
2021-11-17 18:18:00,17.59,5.56,654,0.327,0.32,10.795,3.87
2021-11-17 18:18:05,17.59,5.56,654,0.327,0.32,10.795,3.87
2021-11-17 18:18:10,17.59,5.56,654,0.327,0.32,10.796,3.93
2021-11-17 18:18:15,17.59,5.56,654,0.327,0.32,10.795,4.04
2021-11-17 18:18:20,17.58,5.56,654,0.327,0.32,10.792,4.03
2021-11-17 18:18:25,17.58,5.56,654,0.327,0.32,10.793,4.01
2021-11-17 18:18:30,17.58,5.56,654,0.327,0.32,10.793,4.03
2021-11-17 18:18:35,17.58,5.56,655,0.327,0.32,10.792,4.02
2021-11-17 18:18:40,17.58,5.56,654,0.327,0.32,10.792,4.1
2021-11-17 18:18:45,17.58,5.56,654,0.327,0.32,10.794,4.14
2021-11-17 18:18:50,17.58,5.56,654,0.327,0.32,10.793,4.16
2021-11-17 18:18:55,17.58,5.56,654,0.327,0.32,10.792,4.16
2021-11-17 18:19:00,17.58,5.56,655,0.327,0.32,10.79,4.19
2021-11-17 18:19:05,17.58,5.56,655,0.327,0.32,10.792,4.23
2021-11-17 18:19:10,17.58,5.56,654,0.327,0.32,10.7909999999999,4.22
2021-11-17 18:19:15,17.58,5.56,654,0.327,0.32,10.792,4.23
2021-11-17 18:19:20,17.58,5.56,654,0.327,0.32,10.7909999999999,4.23
2021-11-17 18:19:25,17.58,5.56,654,0.327,0.32,10.7909999999999,4.24
2021-11-17 18:19:30,17.58,5.56,654,0.327,0.32,10.7909999999999,4.22
2021-11-17 18:19:35,17.58,5.56,654,0.327,0.32,10.7909999999999,4.17
2021-11-17 18:19:40,17.58,5.56,654,0.327,0.32,10.79,4.13
2021-11-17 18:19:45,17.58,5.56,654,0.327,0.32,10.79,4.11
2021-11-17 18:19:50,17.58,5.56,654,0.327,0.32,10.7909999999999,4.1
2021-11-17 18:19:55,17.58,5.56,654,0.327,0.32,10.7909999999999,4.09
2021-11-17 18:20:00,17.58,5.56,654,0.327,0.32,10.79,4.09
2021-11-17 18:20:05,17.58,5.56,654,0.327,0.32,10.79,4.08
2021-11-17 18:20:10,17.58,5.56,654,0.327,0.32,10.792,4.15
2021-11-17 18:20:15,17.58,5.56,654,0.327,0.32,10.792,4.16
2021-11-17 18:20:20,17.58,5.56,654,0.327,0.32,10.792,4.15
2021-11-17 18:20:25,17.58,5.56,654,0.327,0.32,10.7909999999999,4.22
2021-11-17 18:20:30,17.58,5.56,654,0.327,0.32,10.79,4.24
2021-11-17 18:20:35,17.58,5.56,654,0.327,0.32,10.79,4.2
2021-11-17 18:20:40,17.58,5.56,654,0.327,0.32,10.79,4.17
2021-11-17 18:20:45,17.58,5.56,654,0.327,0.32,10.7909999999999,4.14
2021-11-17 18:20:50,17.58,5.56,654,0.327,0.32,10.792,4.18
2021-11-17 18:20:55,17.58,5.56,654,0.327,0.32,10.793,4.25
2021-11-17 18:21:00,17.58,5.56,654,0.327,0.32,10.795,4.31
2021-11-17 18:21:05,17.57,5.56,654,0.327,0.32,10.792,4.27
2021-11-17 18:21:10,17.57,5.56,654,0.327,0.32,10.7909999999999,4.22
2021-11-17 18:21:15,17.57,5.56,654,0.327,0.32,10.79,4.19
2021-11-17 18:21:20,17.57,5.56,654,0.327,0.32,10.79,4.14
2021-11-17 18:21:25,17.57,5.56,654,0.327,0.32,10.79,4.11
2021-11-17 18:21:30,17.57,5.56,654,0.327,0.32,10.79,4.12
2021-11-17 18:21:35,17.57,5.56,654,0.327,0.32,10.792,4.16
2021-11-17 18:21:40,17.57,5.56,654,0.327,0.32,10.789,4.23
2021-11-17 18:21:45,17.57,5.56,654,0.327,0.32,10.788,4.23
2021-11-17 18:21:50,17.57,5.56,654,0.327,0.32,10.787,4.19
2021-11-17 18:21:55,17.57,5.56,654,0.327,0.32,10.786,4.14
2021-11-17 18:22:00,17.57,5.56,654,0.327,0.32,10.788,4.14
2021-11-17 18:22:05,17.57,5.56,654,0.327,0.32,10.7909999999999,4.16
2021-11-17 18:22:10,17.57,5.56,654,0.327,0.32,10.79,4.2
2021-11-17 18:22:15,17.57,5.56,654,0.327,0.32,10.792,4.2
2021-11-17 18:22:20,17.57,5.56,654,0.327,0.32,10.793,4.26
2021-11-17 18:22:25,17.57,5.56,654,0.327,0.32,10.79,4.24
2021-11-17 18:22:30,17.57,5.56,654,0.327,0.32,10.7909999999999,4.22
2021-11-17 18:22:35,17.57,5.56,654,0.327,0.32,10.7909999999999,4.23
2021-11-17 18:22:40,17.57,5.56,654,0.327,0.32,10.792,4.22
2021-11-17 18:22:45,17.57,5.56,654,0.327,0.32,10.7909999999999,4.18
2021-11-17 18:22:50,17.57,5.56,654,0.327,0.32,10.7909999999999,4.12
2021-11-17 18:22:55,17.57,5.56,654,0.327,0.32,10.792,4.09
2021-11-17 18:23:00,17.57,5.56,654,0.327,0.32,10.793,4.09
2021-11-17 18:23:05,17.57,5.56,654,0.327,0.32,10.794,4.09
2021-11-17 18:23:10,17.57,5.56,654,0.327,0.32,10.792,4.08
2021-11-17 18:23:15,17.57,5.56,654,0.327,0.32,10.792,4.07
2021-11-17 18:23:20,17.57,5.56,654,0.327,0.32,10.792,4.06
2021-11-17 18:23:25,17.57,5.56,654,0.327,0.32,10.792,4.05
2021-11-17 18:23:30,17.57,5.56,654,0.327,0.32,10.792,4.03
2021-11-17 18:23:35,17.57,5.56,654,0.327,0.32,10.794,4.01
2021-11-17 18:23:40,17.57,5.56,654,0.327,0.32,10.793,3.99
2021-11-17 18:23:45,17.57,5.56,654,0.327,0.32,10.793,3.97
2021-11-17 18:23:50,17.57,5.56,654,0.327,0.32,10.794,4.19
2021-11-17 18:23:55,17.57,5.56,654,0.327,0.32,10.794,4.2
2021-11-17 18:24:00,17.57,5.56,654,0.327,0.32,10.794,4.15
2021-11-17 18:24:05,17.57,5.56,654,0.327,0.32,10.7909999999999,4.11
2021-11-17 18:24:10,17.57,5.56,654,0.327,0.32,10.792,4.08
2021-11-17 18:24:15,17.57,5.56,654,0.327,0.32,10.79,4.05
2021-11-17 18:24:20,17.57,5.56,654,0.327,0.32,10.79,4.04
2021-11-17 18:24:25,17.57,5.56,654,0.327,0.32,10.79,4.02
2021-11-17 18:24:30,17.57,5.56,654,0.327,0.32,10.79,4.03
2021-11-17 18:24:35,17.57,5.56,654,0.327,0.32,10.7909999999999,4.07
2021-11-17 18:24:40,17.57,5.56,654,0.327,0.32,10.7909999999999,4.08
2021-11-17 18:24:45,17.57,5.56,654,0.327,0.32,10.792,4.07
2021-11-17 18:24:50,17.57,5.56,654,0.327,0.32,10.793,4.05
2021-11-17 18:24:55,17.57,5.56,654,0.327,0.32,10.7909999999999,4.02
2021-11-17 18:25:00,17.56,5.56,654,0.327,0.32,10.79,3.99
2021-11-17 18:25:05,17.56,5.56,654,0.327,0.32,10.7909999999999,4.01
2021-11-17 18:25:10,17.56,5.56,655,0.327,0.32,10.7909999999999,4.03
2021-11-17 18:25:15,17.56,5.56,654,0.327,0.32,10.7909999999999,4.03
2021-11-17 18:25:20,17.56,5.56,654,0.327,0.32,10.792,4.06
2021-11-17 18:25:25,17.56,5.56,654,0.327,0.32,10.7909999999999,4.09
2021-11-17 18:25:30,17.56,5.56,654,0.327,0.32,10.79,4.09
2021-11-17 18:25:35,17.56,5.56,654,0.327,0.32,10.788,4.08
2021-11-17 18:25:40,17.56,5.56,654,0.327,0.32,10.789,4.07
2021-11-17 18:25:45,17.56,5.56,654,0.327,0.32,10.789,4.05
2021-11-17 18:25:50,17.56,5.56,654,0.327,0.32,10.789,4.03
2021-11-17 18:25:55,17.56,5.56,654,0.327,0.32,10.79,4.02
2021-11-17 18:26:00,17.56,5.56,654,0.327,0.32,10.79,4.03
2021-11-17 18:26:05,17.56,5.56,655,0.327,0.32,10.789,4.04
2021-11-17 18:26:10,17.56,5.56,654,0.327,0.32,10.789,4.04
2021-11-17 18:26:15,17.56,5.56,655,0.327,0.32,10.789,4.04
2021-11-17 18:26:20,17.56,5.56,655,0.327,0.32,10.788,4.04
2021-11-17 18:26:25,17.56,5.56,655,0.327,0.32,10.789,4.02
2021-11-17 18:26:30,17.56,5.56,655,0.327,0.32,10.788,4.03
2021-11-17 18:26:35,17.56,5.56,655,0.327,0.32,10.79,4.06
2021-11-17 18:26:40,17.56,5.56,655,0.327,0.32,10.789,4.18
2021-11-17 18:26:45,17.56,5.56,654,0.327,0.32,10.7909999999999,4.2
2021-11-17 18:26:50,17.56,5.56,654,0.327,0.32,10.792,4.14
2021-11-17 18:26:55,17.56,5.56,655,0.327,0.32,10.792,4.13
2021-11-17 18:27:00,17.56,5.56,654,0.327,0.32,10.793,4.11
2021-11-17 18:27:05,17.56,5.56,654,0.327,0.32,10.792,4.1
2021-11-17 18:27:10,17.56,5.56,654,0.327,0.32,10.7909999999999,4.22
2021-11-17 18:27:15,17.56,5.56,654,0.327,0.32,10.792,4.2
2021-11-17 18:27:20,17.56,5.56,654,0.327,0.32,10.7909999999999,4.15
2021-11-17 18:27:25,17.56,5.56,654,0.327,0.32,10.7909999999999,4.2
2021-11-17 18:27:30,17.56,5.56,654,0.327,0.32,10.793,4.23
2021-11-17 18:27:35,17.56,5.56,654,0.327,0.32,10.792,4.2
2021-11-17 18:27:40,17.56,5.56,654,0.327,0.32,10.792,4.16
2021-11-17 18:27:45,17.56,5.56,655,0.327,0.32,10.793,4.12
2021-11-17 18:27:50,17.55,5.56,655,0.327,0.32,10.794,4.07
2021-11-17 18:27:55,17.56,5.56,655,0.327,0.32,10.793,4.05
2021-11-17 18:28:00,17.56,5.56,655,0.327,0.32,10.793,4.05
2021-11-17 18:28:05,17.55,5.56,654,0.327,0.32,10.792,4.09
2021-11-17 18:28:10,17.55,5.56,655,0.327,0.32,10.7909999999999,4.1
2021-11-17 18:28:15,17.55,5.56,655,0.327,0.32,10.794,4.11
2021-11-17 18:28:20,17.55,5.56,655,0.327,0.32,10.793,4.15
2021-11-17 18:28:25,17.55,5.56,655,0.327,0.32,10.793,4.14
2021-11-17 18:28:30,17.55,5.56,655,0.327,0.32,10.793,4.19
2021-11-17 18:28:35,17.56,5.56,654,0.327,0.32,10.7909999999999,4.23
2021-11-17 18:28:40,17.56,5.56,654,0.327,0.32,10.7909999999999,4.21
2021-11-17 18:28:45,17.55,5.56,654,0.327,0.32,10.792,4.16
2021-11-17 18:28:50,17.55,5.56,655,0.327,0.32,10.792,4.13
2021-11-17 18:28:55,17.56,5.56,655,0.327,0.32,10.7909999999999,4.11
2021-11-17 18:29:00,17.55,5.56,654,0.327,0.32,10.792,4.08
2021-11-17 18:29:05,17.55,5.56,654,0.327,0.32,10.79,4.07
2021-11-17 18:29:10,17.55,5.56,655,0.327,0.32,10.7909999999999,4.06
2021-11-17 18:29:15,17.55,5.56,655,0.327,0.32,10.792,4.06
2021-11-17 18:29:20,17.55,5.56,654,0.327,0.32,10.7909999999999,4.05
2021-11-17 18:29:25,17.55,5.56,654,0.327,0.32,10.792,4.08
2021-11-17 18:29:30,17.55,5.56,654,0.327,0.32,10.7909999999999,4.19
2021-11-17 18:29:35,17.55,5.56,654,0.327,0.32,10.7909999999999,4.18
2021-11-17 18:29:40,17.55,5.56,654,0.327,0.32,10.7909999999999,4.16
2021-11-17 18:29:45,17.55,5.56,654,0.327,0.32,10.793,4.14
2021-11-17 18:29:50,17.55,5.56,654,0.327,0.32,10.793,4.15
2021-11-17 18:29:55,17.55,5.56,654,0.327,0.32,10.793,4.1
2021-11-17 18:30:00,17.55,5.56,654,0.327,0.32,10.793,4.07
2021-11-17 18:30:05,17.55,5.56,654,0.327,0.32,10.789,4.09
2021-11-17 18:30:10,17.55,5.56,654,0.327,0.32,10.79,4.09
2021-11-17 18:30:15,17.54,5.56,654,0.327,0.32,10.792,4.07
2021-11-17 18:30:20,17.54,5.56,654,0.327,0.32,10.7909999999999,4.05
2021-11-17 18:30:25,17.54,5.56,654,0.327,0.32,10.793,4.04
2021-11-17 18:30:30,17.54,5.56,654,0.327,0.32,10.793,4.06
2021-11-17 18:30:35,17.54,5.56,654,0.327,0.32,10.793,4.09
2021-11-17 18:30:40,17.54,5.56,654,0.327,0.32,10.7909999999999,4.08
2021-11-17 18:30:45,17.54,5.56,654,0.327,0.32,10.79,4.09
2021-11-17 18:30:50,17.54,5.56,654,0.327,0.32,10.789,4.08
2021-11-17 18:30:55,17.54,5.56,654,0.327,0.32,10.7909999999999,4.06
2021-11-17 18:31:00,17.54,5.56,654,0.327,0.32,10.792,4.05
2021-11-17 18:31:05,17.54,5.56,654,0.327,0.32,10.7909999999999,4.06
2021-11-17 18:31:10,17.54,5.56,654,0.327,0.32,10.79,4.05
2021-11-17 18:31:15,17.54,5.56,654,0.327,0.32,10.789,4.06
2021-11-17 18:31:20,17.54,5.56,654,0.327,0.32,10.79,4.09
2021-11-17 18:31:25,17.54,5.56,654,0.327,0.32,10.7909999999999,4.09
2021-11-17 18:31:30,17.54,5.56,655,0.327,0.32,10.7909999999999,4.07
2021-11-17 18:31:35,17.54,5.56,654,0.327,0.32,10.7909999999999,4.06
2021-11-17 18:31:40,17.54,5.56,654,0.327,0.32,10.79,4.04
2021-11-17 18:31:45,17.54,5.56,654,0.327,0.32,10.79,4.01
2021-11-17 18:31:50,17.54,5.56,655,0.327,0.32,10.7909999999999,4.02
2021-11-17 18:31:55,17.54,5.56,654,0.327,0.32,10.7909999999999,4.03
2021-11-17 18:32:00,17.54,5.56,654,0.327,0.32,10.7909999999999,4.02
2021-11-17 18:32:05,17.54,5.56,654,0.327,0.32,10.7909999999999,4.04
2021-11-17 18:32:10,17.54,5.56,655,0.327,0.32,10.792,4.09
2021-11-17 18:32:15,17.54,5.56,654,0.327,0.32,10.793,4.1
2021-11-17 18:32:20,17.54,5.56,654,0.327,0.32,10.792,4.09
2021-11-17 18:32:25,17.54,5.56,654,0.327,0.32,10.7909999999999,4.05
2021-11-17 18:32:30,17.54,5.56,654,0.327,0.32,10.79,4.02
2021-11-17 18:32:35,17.54,5.56,655,0.327,0.32,10.79,3.99
2021-11-17 18:32:40,17.54,5.56,655,0.327,0.32,10.7909999999999,3.98
2021-11-17 18:32:45,17.54,5.56,654,0.327,0.32,10.7909999999999,3.99
2021-11-17 18:32:50,17.54,5.56,654,0.327,0.32,10.792,3.98
2021-11-17 18:32:55,17.54,5.56,654,0.327,0.32,10.793,3.97
2021-11-17 18:33:00,17.54,5.56,654,0.327,0.32,10.794,4.02
2021-11-17 18:33:05,17.54,5.56,655,0.327,0.32,10.794,4.11
2021-11-17 18:33:10,17.54,5.56,654,0.327,0.32,10.794,4.1
2021-11-17 18:33:15,17.54,5.56,654,0.327,0.32,10.794,4.07
2021-11-17 18:33:20,17.54,5.56,654,0.327,0.32,10.793,4.07
2021-11-17 18:33:25,17.54,5.56,654,0.327,0.32,10.793,4.1
2021-11-17 18:33:30,17.54,5.56,654,0.327,0.32,10.795,4.08
2021-11-17 18:33:35,17.53,5.56,655,0.327,0.32,10.792,4.04
2021-11-17 18:33:40,17.53,5.56,655,0.327,0.32,10.796,4.0
2021-11-17 18:33:45,17.53,5.56,655,0.327,0.32,10.795,4.03
2021-11-17 18:33:50,17.53,5.56,655,0.327,0.32,10.793,4.14
2021-11-17 18:33:55,17.54,5.56,655,0.327,0.32,10.796,4.11
2021-11-17 18:34:00,17.54,5.55,655,0.327,0.32,10.793,4.08
2021-11-17 18:34:05,17.54,5.56,655,0.327,0.32,10.793,4.05
2021-11-17 18:34:10,17.54,5.56,655,0.327,0.32,10.794,4.19
2021-11-17 18:34:15,17.54,5.56,655,0.327,0.32,10.794,4.16
2021-11-17 18:34:20,17.54,5.56,655,0.327,0.32,10.792,4.15
2021-11-17 18:34:25,17.54,5.56,655,0.327,0.32,10.793,4.13
2021-11-17 18:34:30,17.54,5.56,655,0.327,0.32,10.793,4.15
2021-11-17 18:34:35,17.54,5.56,655,0.327,0.32,10.793,4.15
2021-11-17 18:34:40,17.54,5.56,655,0.327,0.32,10.792,4.1
2021-11-17 18:34:45,17.54,5.56,655,0.327,0.32,10.794,4.06
2021-11-17 18:34:50,17.53,5.56,655,0.327,0.32,10.794,4.1
2021-11-17 18:34:55,17.53,5.56,655,0.327,0.32,10.797,4.13
2021-11-17 18:35:00,17.53,5.56,655,0.327,0.32,10.798,4.1
2021-11-17 18:35:05,17.53,5.56,655,0.327,0.32,10.797,4.07
2021-11-17 18:35:10,17.54,5.56,655,0.327,0.32,10.797,4.06
2021-11-17 18:35:15,17.53,5.56,655,0.327,0.32,10.797,4.12
2021-11-17 18:35:20,17.53,5.56,655,0.327,0.32,10.795,4.11
2021-11-17 18:35:25,17.53,5.56,655,0.327,0.32,10.795,4.17
2021-11-17 18:35:30,17.53,5.56,655,0.327,0.32,10.793,4.19
2021-11-17 18:35:35,17.53,5.55,655,0.327,0.32,10.793,4.17
2021-11-17 18:35:40,17.53,5.55,655,0.327,0.32,10.793,4.2
2021-11-17 18:35:45,17.53,5.56,654,0.327,0.32,10.794,4.18
2021-11-17 18:35:50,17.53,5.55,654,0.327,0.32,10.794,4.15
2021-11-17 18:35:55,17.53,5.55,655,0.327,0.32,10.795,4.11
2021-11-17 18:36:00,17.53,5.56,655,0.327,0.32,10.793,4.08
2021-11-17 18:36:05,17.53,5.55,655,0.327,0.32,10.793,4.06
2021-11-17 18:36:10,17.53,5.55,655,0.327,0.32,10.792,4.05
2021-11-17 18:36:15,17.53,5.56,655,0.327,0.32,10.7909999999999,4.04
2021-11-17 18:36:20,17.53,5.56,654,0.327,0.32,10.792,4.05
2021-11-17 18:36:25,17.53,5.55,654,0.327,0.32,10.793,4.06
2021-11-17 18:36:30,17.53,5.56,654,0.327,0.32,10.793,4.04
2021-11-17 18:36:35,17.53,5.55,654,0.327,0.32,10.793,4.05
2021-11-17 18:36:40,17.53,5.55,654,0.327,0.32,10.794,4.06
2021-11-17 18:36:45,17.53,5.55,654,0.327,0.32,10.793,4.18
2021-11-17 18:36:50,17.53,5.55,654,0.327,0.32,10.795,4.16
2021-11-17 18:36:55,17.53,5.55,654,0.327,0.32,10.795,4.15
2021-11-17 18:37:00,17.53,5.55,655,0.327,0.32,10.794,4.13
2021-11-17 18:37:05,17.53,5.55,654,0.327,0.32,10.796,4.12
2021-11-17 18:37:10,17.53,5.55,654,0.327,0.32,10.795,4.11
2021-11-17 18:37:15,17.53,5.55,654,0.327,0.32,10.797,4.11
2021-11-17 18:37:20,17.53,5.55,655,0.327,0.32,10.796,4.11
2021-11-17 18:37:25,17.53,5.56,654,0.327,0.32,10.796,4.09
2021-11-17 18:37:30,17.53,5.55,655,0.327,0.32,10.795,4.07
2021-11-17 18:37:35,17.53,5.55,654,0.327,0.32,10.795,4.12
2021-11-17 18:37:40,17.53,5.55,654,0.327,0.32,10.796,4.12
2021-11-17 18:37:45,17.53,5.55,655,0.327,0.32,10.793,4.14
2021-11-17 18:37:50,17.53,5.55,655,0.327,0.32,10.793,4.21
2021-11-17 18:37:55,17.53,5.56,655,0.327,0.32,10.793,4.18
2021-11-17 18:38:00,17.53,5.55,654,0.327,0.32,10.792,4.13
2021-11-17 18:38:05,17.53,5.55,655,0.327,0.32,10.792,4.09
2021-11-17 18:38:10,17.53,5.55,655,0.327,0.32,10.794,4.07
2021-11-17 18:38:15,17.52,5.55,655,0.327,0.32,10.794,4.07
2021-11-17 18:38:20,17.52,5.55,655,0.327,0.32,10.792,4.07
2021-11-17 18:38:25,17.52,5.55,654,0.327,0.32,10.7909999999999,4.06
2021-11-17 18:38:30,17.53,5.55,655,0.327,0.32,10.794,4.04
2021-11-17 18:38:35,17.53,5.55,654,0.327,0.32,10.794,4.02
2021-11-17 18:38:40,17.52,5.55,654,0.327,0.32,10.795,4.07
2021-11-17 18:38:45,17.53,5.55,654,0.327,0.32,10.796,4.08
2021-11-17 18:38:50,17.53,5.55,654,0.327,0.32,10.794,4.06
2021-11-17 18:38:55,17.52,5.55,654,0.327,0.32,10.795,4.06
2021-11-17 18:39:00,17.52,5.55,654,0.327,0.32,10.795,4.04
2021-11-17 18:39:05,17.52,5.55,654,0.327,0.32,10.792,4.02
2021-11-17 18:39:10,17.52,5.55,654,0.327,0.32,10.794,4.0
2021-11-17 18:39:15,17.52,5.55,654,0.327,0.32,10.794,3.99
